date,county,state,fips,cases,deaths,date_rec
2020-05-10,Randolph,North Carolina,37151,338,6,2020-05-10
2020-05-11,Randolph,North Carolina,37151,354,6,2020-05-11
2020-05-12,Randolph,North Carolina,37151,355,6,2020-05-12
2020-05-13,Randolph,North Carolina,37151,369,6,2020-05-13
2020-05-14,Randolph,North Carolina,37151,392,6,2020-05-14
2020-05-15,Randolph,North Carolina,37151,422,6,2020-05-15
2020-05-16,Randolph,North Carolina,37151,438,6,2020-05-16
2020-05-17,Randolph,North Carolina,37151,455,6,2020-05-17
2020-05-18,Randolph,North Carolina,37151,461,6,2020-05-18
2020-05-19,Randolph,North Carolina,37151,469,6,2020-05-19
2020-05-20,Randolph,North Carolina,37151,486,6,2020-05-20
2020-05-21,Randolph,North Carolina,37151,502,6,2020-05-21
2020-05-22,Randolph,North Carolina,37151,528,7,2020-05-22
2020-05-23,Randolph,North Carolina,37151,549,8,2020-05-23
2020-05-24,Randolph,North Carolina,37151,567,9,2020-05-24
2020-05-25,Randolph,North Carolina,37151,601,10,2020-05-25
2020-05-26,Randolph,North Carolina,37151,613,10,2020-05-26
2020-05-27,Randolph,North Carolina,37151,624,12,2020-05-27
2020-05-28,Randolph,North Carolina,37151,639,12,2020-05-28
2020-05-29,Randolph,North Carolina,37151,651,12,2020-05-29
2020-05-30,Randolph,North Carolina,37151,659,13,2020-05-30
2020-05-31,Randolph,North Carolina,37151,664,13,2020-05-31
2020-06-01,Randolph,North Carolina,37151,671,13,2020-06-01
2020-06-02,Randolph,North Carolina,37151,678,13,2020-06-02
2020-06-03,Randolph,North Carolina,37151,697,13,2020-06-03
2020-06-04,Randolph,North Carolina,37151,730,14,2020-06-04
2020-06-05,Randolph,North Carolina,37151,751,14,2020-06-05
2020-06-06,Randolph,North Carolina,37151,779,15,2020-06-06
2020-06-07,Randolph,North Carolina,37151,792,15,2020-06-07
2020-06-08,Randolph,North Carolina,37151,801,15,2020-06-08
2020-06-09,Randolph,North Carolina,37151,809,15,2020-06-09
2020-06-10,Randolph,North Carolina,37151,842,17,2020-06-10
2020-06-11,Randolph,North Carolina,37151,866,17,2020-06-11
2020-06-12,Randolph,North Carolina,37151,882,18,2020-06-12
2020-06-13,Randolph,North Carolina,37151,908,18,2020-06-13
2020-06-14,Randolph,North Carolina,37151,921,18,2020-06-14
2020-06-15,Randolph,North Carolina,37151,927,18,2020-06-15
2020-06-16,Randolph,North Carolina,37151,947,20,2020-06-16
2020-06-17,Randolph,North Carolina,37151,969,21,2020-06-17
2020-06-18,Randolph,North Carolina,37151,997,22,2020-06-18
2020-06-19,Randolph,North Carolina,37151,1013,23,2020-06-19
2020-06-20,Randolph,North Carolina,37151,1032,24,2020-06-20
2020-06-21,Randolph,North Carolina,37151,1054,26,2020-06-21
2020-06-22,Randolph,North Carolina,37151,1058,27,2020-06-22
