date|county|state|fips|cases|deaths|date_rec|daily_county_cfr
2020-06-13|Madison|New York|36053|333|4|2020-06-13|1.2
2020-06-14|Madison|New York|36053|334|4|2020-06-14|1.2
2020-06-15|Madison|New York|36053|335|4|2020-06-15|1.19
2020-06-16|Madison|New York|36053|336|4|2020-06-16|1.19
2020-06-17|Madison|New York|36053|338|4|2020-06-17|1.18
2020-06-18|Madison|New York|36053|341|4|2020-06-18|1.17
2020-06-19|Madison|New York|36053|342|4|2020-06-19|1.17
2020-06-20|Madison|New York|36053|343|4|2020-06-20|1.17
2020-06-21|Madison|New York|36053|345|4|2020-06-21|1.16
2020-06-22|Madison|New York|36053|347|4|2020-06-22|1.15
2020-06-23|Madison|New York|36053|347|4|2020-06-23|1.15
2020-06-24|Madison|New York|36053|347|4|2020-06-24|1.15
2020-06-25|Madison|New York|36053|349|4|2020-06-25|1.15
2020-06-26|Madison|New York|36053|351|4|2020-06-26|1.14
2020-06-27|Madison|New York|36053|351|4|2020-06-27|1.14
2020-06-28|Madison|New York|36053|352|4|2020-06-28|1.14
2020-06-29|Madison|New York|36053|353|4|2020-06-29|1.13
2020-06-30|Madison|New York|36053|357|4|2020-06-30|1.12
